,neighborhood,borough,Quarter/Year,property_group,trd_doc_classification,SUM of doc_amount,MEDIAN of doc_amount,AVERAGE of doc_amount,SUM of bbl_count,avg_asking_rent,cleaned_sales_volume,cleaned_avg_price,cleaned_median_price,ppsqft
3985,Sunset Park,Brooklyn,25/Q1,Multi-Family Dwelling,Residential,"$47,067,825","$1,400,000","$1,426,298",33,,"$47,067,825","$1,426,298","$1,400,000",
3986,Sunset Park,Brooklyn,25/Q1,Single-Family Home,Residential,"$1,686,654",,,2,,"$1,686,654",,,
3987,Sunset Park,Brooklyn,26/Q1,Co-op,Residential,"$3,772,500","$596,250","$628,750",6,,"$3,772,500","$628,750","$596,250",
3988,Sunset Park,Brooklyn,26/Q1,Condo,Residential,"$5,225,597","$570,237","$522,560",10,,"$5,225,597","$522,560","$570,237",
3989,Sunset Park,Brooklyn,26/Q1,Multi-Family Dwelling,Residential,"$36,349,000","$1,530,000","$1,514,542",24,,"$36,349,000","$1,514,542","$1,530,000",
3990,Sunset Park,Brooklyn,26/Q1,Single-Family Home,Residential,"$1,380,000",,,1,,"$1,380,000",,,
3991,Sunset Park,Brooklyn,25/Q2,Co-op,Residential,"$4,414,000","$460,000","$490,444",9,,"$4,414,000","$490,444","$460,000",
3992,Sunset Park,Brooklyn,25/Q2,Condo,Residential,"$13,413,819","$566,697","$558,909",24,,"$13,413,819","$558,909","$566,697",
3993,Sunset Park,Brooklyn,25/Q2,Multi-Family Dwelling,Residential,"$35,088,874","$1,515,000","$1,462,036",24,,"$35,088,874","$1,462,036","$1,515,000",
3994,Sunset Park,Brooklyn,25/Q2,Single-Family Home,Residential,"$3,967,000",,,2,,"$3,967,000",,,
3995,Sunset Park,Brooklyn,25/Q3,Co-op,Residential,"$5,058,480","$525,000","$562,053",9,,"$5,058,480","$562,053","$525,000",
3996,Sunset Park,Brooklyn,25/Q3,Condo,Residential,"$10,298,561","$572,500","$572,142",18,,"$10,298,561","$572,142","$572,500",
3997,Sunset Park,Brooklyn,25/Q3,Multi-Family Dwelling,Residential,"$41,978,038","$1,577,500","$1,499,216",28,,"$41,978,038","$1,499,216","$1,577,500",
3998,Sunset Park,Brooklyn,24/Q4,Co-op,Residential,"$590,000",,,1,,"$590,000",,,
3999,Sunset Park,Brooklyn,24/Q4,Multi-Family Dwelling,Residential,"$4,540,000",,,3,,"$4,540,000",,,
4000,Sunset Park,Brooklyn,24/Q4,Single-Family Home,Residential,"$2,883,000",,,2,,"$2,883,000",,,
4001,Sunset Park,Brooklyn,25/Q4,Co-op,Residential,"$4,394,000","$557,500","$549,250",8,,"$4,394,000","$549,250","$557,500",
4002,Sunset Park,Brooklyn,25/Q4,Condo,Residential,"$11,716,829","$577,857","$585,841",20,,"$11,716,829","$585,841","$577,857",
4003,Sunset Park,Brooklyn,25/Q4,Multi-Family Dwelling,Residential,"$50,415,255","$1,570,000","$1,575,477",32,,"$50,415,255","$1,575,477","$1,570,000",
4004,Sunset Park,Brooklyn,25/Q4,Single-Family Home,Residential,"$1,890,000",,,2,,"$1,890,000",,,
4005,Sutton Place,Manhattan,24/Q1,Co-op,Residential,"$710,000",,,1,,"$710,000",,,
4006,Sutton Place,Manhattan,25/Q1,Co-op,Residential,"$69,390,855","$752,500","$937,714",74,,"$69,390,855","$937,714","$752,500",
4007,Sutton Place,Manhattan,25/Q1,Condo,Residential,"$90,829,956","$1,601,250","$2,838,436",32,,"$90,829,956","$2,838,436","$1,601,250",
4008,Sutton Place,Manhattan,26/Q1,Co-op,Residential,"$65,737,065","$809,625","$966,722",68,,"$65,737,065","$966,722","$809,625",
4009,Sutton Place,Manhattan,26/Q1,Condo,Residential,"$45,722,306","$1,335,500","$1,758,550",26,,"$45,722,306","$1,758,550","$1,335,500",
4010,Sutton Place,Manhattan,25/Q2,Co-op,Residential,"$92,612,307","$716,000","$964,712",96,,"$92,612,307","$964,712","$716,000",
4011,Sutton Place,Manhattan,25/Q2,Condo,Residential,"$66,251,528","$1,310,000","$2,137,146",31,,"$66,251,528","$2,137,146","$1,310,000",
4012,Sutton Place,Manhattan,22/Q3,Co-op,Residential,"$979,000",,,1,,"$979,000",,,
4013,Sutton Place,Manhattan,24/Q3,Co-op,Residential,"$1,350,000",,,1,,"$1,350,000",,,
4014,Sutton Place,Manhattan,25/Q3,Co-op,Residential,"$109,524,397","$882,500","$1,117,596",98,,"$109,524,397","$1,117,596","$882,500",
4015,Sutton Place,Manhattan,25/Q3,Condo,Residential,"$88,114,409","$2,052,500","$2,937,147",30,,"$88,114,409","$2,937,147","$2,052,500",
4016,Sutton Place,Manhattan,24/Q4,Co-op,Residential,"$4,004,270","$482,500","$667,378",6,,"$4,004,270","$667,378","$482,500",
4017,Sutton Place,Manhattan,24/Q4,Condo,Residential,"$10,890,000","$1,320,000","$2,178,000",5,,"$10,890,000","$2,178,000","$1,320,000",
4018,Sutton Place,Manhattan,25/Q4,Co-op,Residential,"$102,467,977","$800,000","$1,126,022",91,,"$102,467,977","$1,126,022","$800,000",
4019,Sutton Place,Manhattan,25/Q4,Condo,Residential,"$56,424,469","$1,775,000","$2,686,879",21,,"$56,424,469","$2,686,879","$1,775,000",
4020,Throgs Neck,Bronx,25/Q1,Co-op,Residential,"$353,000",,,1,,"$353,000",,,
4021,Throgs Neck,Bronx,25/Q1,Condo,Residential,"$1,210,000",,,3,,"$1,210,000",,,
4022,Throgs Neck,Bronx,25/Q1,Multi-Family Dwelling,Residential,"$21,133,843","$790,500","$782,735",27,,"$21,133,843","$782,735","$790,500",
4023,Throgs Neck,Bronx,25/Q1,Single-Family Home,Residential,"$16,933,830","$669,650","$651,301",26,,"$16,933,830","$651,301","$669,650",
4024,Throgs Neck,Bronx,26/Q1,Co-op,Residential,"$695,000",,,2,,"$695,000",,,
4025,Throgs Neck,Bronx,26/Q1,Condo,Residential,"$1,015,000",,,2,,"$1,015,000",,,
4026,Throgs Neck,Bronx,26/Q1,Multi-Family Dwelling,Residential,"$12,626,350","$870,000","$841,757",15,,"$12,626,350","$841,757","$870,000",
4027,Throgs Neck,Bronx,26/Q1,Single-Family Home,Residential,"$7,312,807","$750,000","$812,534",9,,"$7,312,807","$812,534","$750,000",
4028,Throgs Neck,Bronx,25/Q2,Co-op,Residential,"$785,000",,,2,,"$785,000",,,
4029,Throgs Neck,Bronx,25/Q2,Condo,Residential,"$1,842,000",,,4,,"$1,842,000",,,
4030,Throgs Neck,Bronx,25/Q2,Multi-Family Dwelling,Residential,"$17,912,920","$825,000","$852,996",21,,"$17,912,920","$852,996","$825,000",
4031,Throgs Neck,Bronx,25/Q2,Single-Family Home,Residential,"$11,480,100","$670,000","$637,783",18,,"$11,480,100","$637,783","$670,000",
4032,Throgs Neck,Bronx,25/Q3,Co-op,Residential,"$2,124,000","$475,000","$424,800",5,,"$2,124,000","$424,800","$475,000",
4033,Throgs Neck,Bronx,25/Q3,Condo,Residential,"$1,630,000",,,4,,"$1,630,000",,,
4034,Throgs Neck,Bronx,25/Q3,Multi-Family Dwelling,Residential,"$24,738,999","$882,500","$883,536",28,,"$24,738,999","$883,536","$882,500",
4035,Throgs Neck,Bronx,25/Q3,Single-Family Home,Residential,"$15,369,350","$620,000","$614,774",25,,"$15,369,350","$614,774","$620,000",
4036,Throgs Neck,Bronx,24/Q4,Co-op,Residential,"$575,000",,,1,,"$575,000",,,
4037,Throgs Neck,Bronx,24/Q4,Condo,Residential,"$1,125,000",,,2,,"$1,125,000",,,
4038,Throgs Neck,Bronx,24/Q4,Multi-Family Dwelling,Residential,"$5,783,910","$802,500","$963,985",6,,"$5,783,910","$963,985","$802,500",
4039,Throgs Neck,Bronx,24/Q4,Single-Family Home,Residential,"$3,188,000","$690,000","$637,600",5,,"$3,188,000","$637,600","$690,000",
4040,Throgs Neck,Bronx,25/Q4,Co-op,Residential,"$1,615,000",,,4,,"$1,615,000",,,
4041,Throgs Neck,Bronx,25/Q4,Condo,Residential,"$1,608,121",,,3,,"$1,608,121",,,
4042,Throgs Neck,Bronx,25/Q4,Multi-Family Dwelling,Residential,"$18,541,999","$785,000","$806,174",23,,"$18,541,999","$806,174","$785,000",
4043,Throgs Neck,Bronx,25/Q4,Single-Family Home,Residential,"$14,296,000","$650,000","$649,818",22,,"$14,296,000","$649,818","$650,000",
4044,Times Square,Manhattan,25/Q1,Co-op,Residential,"$2,200,000","$415,000","$440,000",5,,"$2,200,000","$440,000","$415,000",
4045,Times Square,Manhattan,25/Q1,Condo,Residential,"$25,252,805","$1,128,000","$1,202,515",21,,"$25,252,805","$1,202,515","$1,128,000",
4046,Times Square,Manhattan,26/Q1,Co-op,Residential,"$3,440,000","$482,500","$573,333",6,,"$3,440,000","$573,333","$482,500",
4047,Times Square,Manhattan,26/Q1,Condo,Residential,"$27,198,372","$1,250,000","$1,431,493",19,,"$27,198,372","$1,431,493","$1,250,000",
4048,Times Square,Manhattan,25/Q2,Co-op,Residential,"$3,060,000","$467,500","$510,000",6,,"$3,060,000","$510,000","$467,500",
4049,Times Square,Manhattan,25/Q2,Condo,Residential,"$40,106,279","$903,188","$1,293,751",31,,"$40,106,279","$1,293,751","$903,188",
4050,Times Square,Manhattan,24/Q3,Co-op,Residential,"$450,000",,,1,,"$450,000",,,
4051,Times Square,Manhattan,25/Q3,Co-op,Residential,"$3,108,000","$556,500","$518,000",6,,"$3,108,000","$518,000","$556,500",
4052,Times Square,Manhattan,25/Q3,Condo,Residential,"$14,323,645","$1,177,500","$1,193,637",12,,"$14,323,645","$1,193,637","$1,177,500",
4053,Times Square,Manhattan,24/Q4,Condo,Residential,"$1,780,000",,,1,,"$1,780,000",,,
4054,Times Square,Manhattan,25/Q4,Co-op,Residential,"$2,448,186","$377,500","$408,031",6,,"$2,448,186","$408,031","$377,500",
4055,Times Square,Manhattan,25/Q4,Condo,Residential,"$20,201,667","$1,070,000","$1,188,333",17,,"$20,201,667","$1,188,333","$1,070,000",
4056,Times Square North,Manhattan,24/Q1,Condo,Residential,"$350,685",,,1,,"$350,685",,,
4057,Times Square North,Manhattan,25/Q1,Co-op,Residential,"$13,662,500","$765,000","$975,893",14,,"$13,662,500","$975,893","$765,000",
4058,Times Square North,Manhattan,25/Q1,Condo,Residential,"$207,095,563","$1,293,000","$7,965,214",26,,"$207,095,563","$7,965,214","$1,293,000",
4059,Times Square North,Manhattan,26/Q1,Co-op,Residential,"$18,835,506","$875,000","$1,255,700",15,,"$18,835,506","$1,255,700","$875,000",
4060,Times Square North,Manhattan,26/Q1,Condo,Residential,"$110,634,150","$1,725,000","$8,510,319",13,,"$110,634,150","$8,510,319","$1,725,000",
4061,Times Square North,Manhattan,25/Q2,Co-op,Residential,"$17,710,000","$542,500","$1,106,875",16,,"$17,710,000","$1,106,875","$542,500",
4062,Times Square North,Manhattan,25/Q2,Condo,Residential,"$164,427,313","$1,397,500","$7,473,969",22,,"$164,427,313","$7,473,969","$1,397,500",
4063,Times Square North,Manhattan,25/Q3,Co-op,Residential,"$9,817,400","$808,000","$755,185",13,,"$9,817,400","$755,185","$808,000",
4064,Times Square North,Manhattan,25/Q3,Condo,Residential,"$94,181,213","$1,432,500","$3,139,374",30,,"$94,181,213","$3,139,374","$1,432,500",
4065,Times Square North,Manhattan,24/Q4,Co-op,Residential,"$7,298,000",,,3,,"$7,298,000",,,
4066,Times Square North,Manhattan,24/Q4,Condo,Residential,"$2,224,000",,,2,,"$2,224,000",,,
4067,Times Square North,Manhattan,25/Q4,Co-op,Residential,"$23,238,000","$955,000","$1,787,538",13,,"$23,238,000","$1,787,538","$955,000",
4068,Times Square North,Manhattan,25/Q4,Condo,Residential,"$99,524,790","$1,715,000","$4,976,240",20,,"$99,524,790","$4,976,240","$1,715,000",
4069,Times Square North,Manhattan,25/Q4,Single-Family Home,Residential,"$7,400,000",,,1,,"$7,400,000",,,
4070,Todt Hill,Staten Island,25/Q1,Multi-Family Dwelling,Residential,"$8,136,050","$904,250","$1,017,006",8,,"$8,136,050","$1,017,006","$904,250",
4071,Todt Hill,Staten Island,25/Q1,Single-Family Home,Residential,"$6,442,000",,,4,,"$6,442,000",,,
4072,Todt Hill,Staten Island,26/Q1,Multi-Family Dwelling,Residential,"$3,660,000",,,2,,"$3,660,000",,,
4073,Todt Hill,Staten Island,26/Q1,Single-Family Home,Residential,"$2,555,000",,,2,,"$2,555,000",,,
4074,Todt Hill,Staten Island,25/Q2,Multi-Family Dwelling,Residential,"$10,479,999","$1,375,000","$1,746,667",6,,"$10,479,999","$1,746,667","$1,375,000",
4075,Todt Hill,Staten Island,25/Q2,Single-Family Home,Residential,"$7,875,000","$1,500,000","$1,575,000",5,,"$7,875,000","$1,575,000","$1,500,000",
4076,Todt Hill,Staten Island,25/Q3,Multi-Family Dwelling,Residential,"$13,875,000",,,4,,"$13,875,000",,,
4077,Todt Hill,Staten Island,25/Q3,Single-Family Home,Residential,"$4,148,000",,,4,,"$4,148,000",,,
4078,Todt Hill,Staten Island,24/Q4,Multi-Family Dwelling,Residential,"$5,334,995","$999,995","$1,066,999",5,,"$5,334,995","$1,066,999","$999,995",
4079,Todt Hill,Staten Island,25/Q4,Multi-Family Dwelling,Residential,"$13,417,224","$1,795,000","$1,490,803",9,,"$13,417,224","$1,490,803","$1,795,000",
4080,Todt Hill,Staten Island,25/Q4,Single-Family Home,Residential,"$5,146,000","$960,000","$1,029,200",5,,"$5,146,000","$1,029,200","$960,000",
4081,Tompkinsville,Staten Island,25/Q1,Condo,Residential,"$740,000",,,2,,"$740,000",,,
4082,Tompkinsville,Staten Island,25/Q1,Multi-Family Dwelling,Residential,"$9,923,700","$615,000","$708,836",14,,"$9,923,700","$708,836","$615,000",
4083,Tompkinsville,Staten Island,25/Q1,Single-Family Home,Residential,"$3,725,750","$634,000","$620,958",6,,"$3,725,750","$620,958","$634,000",
4084,Tompkinsville,Staten Island,26/Q1,Condo,Residential,"$920,000",,,3,,"$920,000",,,
4085,Tompkinsville,Staten Island,26/Q1,Multi-Family Dwelling,Residential,"$2,736,000",,,4,,"$2,736,000",,,
4086,Tompkinsville,Staten Island,25/Q2,Condo,Residential,"$375,000",,,1,,"$375,000",,,
4087,Tompkinsville,Staten Island,25/Q2,Multi-Family Dwelling,Residential,"$6,261,850","$584,000","$626,185",10,,"$6,261,850","$626,185","$584,000",
4088,Tompkinsville,Staten Island,25/Q2,Single-Family Home,Residential,"$919,000",,,2,,"$919,000",,,
4089,Tompkinsville,Staten Island,25/Q3,Multi-Family Dwelling,Residential,"$9,345,619","$549,900","$623,041",15,,"$9,345,619","$623,041","$549,900",
4090,Tompkinsville,Staten Island,25/Q3,Single-Family Home,Residential,"$2,711,500",,,3,,"$2,711,500",,,
4091,Tompkinsville,Staten Island,24/Q4,Multi-Family Dwelling,Residential,"$2,169,000",,,4,,"$2,169,000",,,
4092,Tompkinsville,Staten Island,24/Q4,Single-Family Home,Residential,"$1,020,057",,,2,,"$1,020,057",,,
4093,Tompkinsville,Staten Island,25/Q4,Condo,Residential,"$655,000",,,2,,"$655,000",,,
4094,Tompkinsville,Staten Island,25/Q4,Multi-Family Dwelling,Residential,"$12,562,499","$745,000","$785,156",16,,"$12,562,499","$785,156","$745,000",
4095,Tompkinsville,Staten Island,25/Q4,Single-Family Home,Residential,"$1,969,000",,,3,,"$1,969,000",,,
4096,Tottenville,Staten Island,25/Q1,Condo,Residential,"$547,695",,,1,,"$547,695",,,
4097,Tottenville,Staten Island,25/Q1,Multi-Family Dwelling,Residential,"$27,255,846","$811,000","$939,857",29,,"$27,255,846","$939,857","$811,000",
4098,Tottenville,Staten Island,25/Q1,Single-Family Home,Residential,"$3,251,500",,,4,,"$3,251,500",,,
4099,Tottenville,Staten Island,26/Q1,Multi-Family Dwelling,Residential,"$10,220,582","$1,210,000","$1,135,620",9,,"$10,220,582","$1,135,620","$1,210,000",
4100,Tottenville,Staten Island,26/Q1,Single-Family Home,Residential,"$5,848,750","$875,000","$835,536",7,,"$5,848,750","$835,536","$875,000",
4101,Tottenville,Staten Island,25/Q2,Condo,Residential,"$819,000",,,2,,"$819,000",,,
4102,Tottenville,Staten Island,25/Q2,Multi-Family Dwelling,Residential,"$28,193,750","$880,000","$972,198",29,,"$28,193,750","$972,198","$880,000",
4103,Tottenville,Staten Island,24/Q3,Multi-Family Dwelling,Residential,"$765,000",,,1,,"$765,000",,,
4104,Tottenville,Staten Island,25/Q3,Condo,Residential,"$475,000",,,1,,"$475,000",,,
4105,Tottenville,Staten Island,25/Q3,Multi-Family Dwelling,Residential,"$30,010,452","$999,000","$968,079",31,,"$30,010,452","$968,079","$999,000",
4106,Tottenville,Staten Island,25/Q3,Single-Family Home,Residential,"$4,019,970",,,4,,"$4,019,970",,,
4107,Tottenville,Staten Island,24/Q4,Condo,Residential,"$490,000",,,1,,"$490,000",,,
4108,Tottenville,Staten Island,24/Q4,Multi-Family Dwelling,Residential,"$5,914,691","$732,376","$844,956",7,,"$5,914,691","$844,956","$732,376",
4109,Tottenville,Staten Island,24/Q4,Single-Family Home,Residential,"$1,814,500",,,3,,"$1,814,500",,,
4110,Tottenville,Staten Island,25/Q4,Condo,Residential,"$970,000",,,2,,"$970,000",,,
4111,Tottenville,Staten Island,25/Q4,Multi-Family Dwelling,Residential,"$30,578,350","$1,140,440","$1,176,090",26,,"$30,578,350","$1,176,090","$1,140,440",
4112,Tottenville,Staten Island,25/Q4,Single-Family Home,Residential,"$4,045,000",,,4,,"$4,045,000",,,
4113,Travis,Staten Island,25/Q1,Multi-Family Dwelling,Residential,"$2,187,374",,,3,,"$2,187,374",,,
4114,Travis,Staten Island,25/Q1,Single-Family Home,Residential,"$2,714,586",,,4,,"$2,714,586",,,
4115,Travis,Staten Island,26/Q1,Multi-Family Dwelling,Residential,"$3,925,400","$800,000","$785,080",5,,"$3,925,400","$785,080","$800,000",
4116,Travis,Staten Island,26/Q1,Single-Family Home,Residential,"$1,970,008",,,4,,"$1,970,008",,,
4117,Travis,Staten Island,25/Q2,Multi-Family Dwelling,Residential,"$6,593,819","$720,888","$732,647",9,,"$6,593,819","$732,647","$720,888",
4118,Travis,Staten Island,25/Q2,Single-Family Home,Residential,"$1,755,000",,,3,,"$1,755,000",,,
4119,Travis,Staten Island,25/Q3,Multi-Family Dwelling,Residential,"$1,785,390",,,3,,"$1,785,390",,,
4120,Travis,Staten Island,25/Q3,Single-Family Home,Residential,"$1,255,000",,,2,,"$1,255,000",,,
4121,Travis,Staten Island,24/Q4,Single-Family Home,Residential,"$790,000",,,1,,"$790,000",,,
4122,Travis,Staten Island,25/Q4,Multi-Family Dwelling,Residential,"$5,334,909","$767,920","$762,130",7,,"$5,334,909","$762,130","$767,920",
4123,Travis,Staten Island,25/Q4,Single-Family Home,Residential,"$2,074,494",,,3,,"$2,074,494",,,
4124,Tremont,Bronx,25/Q1,Multi-Family Dwelling,Residential,"$2,629,000",,,3,,"$2,629,000",,,
4125,Tremont,Bronx,25/Q1,Single-Family Home,Residential,"$610,000",,,1,,"$610,000",,,
4126,Tremont,Bronx,26/Q1,Multi-Family Dwelling,Residential,"$770,000",,,1,,"$770,000",,,
4127,Tremont,Bronx,26/Q1,Single-Family Home,Residential,"$410,000",,,1,,"$410,000",,,
4128,Tremont,Bronx,25/Q2,Multi-Family Dwelling,Residential,"$950,000",,,1,,"$950,000",,,
4129,Tremont,Bronx,25/Q3,Multi-Family Dwelling,Residential,"$1,914,216",,,2,,"$1,914,216",,,
4130,Tremont,Bronx,24/Q4,Multi-Family Dwelling,Residential,"$1,900,000",,,2,,"$1,900,000",,,
4131,Tremont,Bronx,25/Q4,Multi-Family Dwelling,Residential,"$2,128,950",,,2,,"$2,128,950",,,
4132,Tremont,Bronx,25/Q4,Single-Family Home,Residential,"$1,350,000",,,2,,"$1,350,000",,,
4133,Tribeca,Manhattan,25/Q1,Co-op,Residential,"$64,480,000","$3,500,000","$3,582,222",18,7780.5,"$64,480,000","$3,582,222","$3,500,000",
4134,Tribeca,Manhattan,25/Q1,Condo,Residential,"$373,976,204","$3,231,250","$5,666,306",66,7780.5,"$373,976,204","$5,666,306","$3,231,250",
4135,Tribeca,Manhattan,26/Q1,Co-op,Residential,"$52,100,579","$3,250,000","$3,721,470",14,7554.166666666667,"$52,100,579","$3,721,470","$3,250,000",
4136,Tribeca,Manhattan,26/Q1,Condo,Residential,"$300,709,289","$3,712,500","$5,369,809",56,7554.166666666667,"$300,709,289","$5,369,809","$3,712,500",
4137,Tribeca,Manhattan,26/Q1,Single-Family Home,Residential,"$8,000,000",,,1,,"$8,000,000",,,
4138,Tribeca,Manhattan,24/Q2,Condo,Residential,"$702,000",,,1,,"$702,000",,,
4139,Tribeca,Manhattan,25/Q2,Co-op,Residential,"$79,176,704","$3,108,352","$3,598,941",22,9605.0,"$79,176,704","$3,598,941","$3,108,352",
4140,Tribeca,Manhattan,25/Q2,Condo,Residential,"$437,064,696","$4,150,000","$4,910,839",89,9605.0,"$437,064,696","$4,910,839","$4,150,000",
4141,Tribeca,Manhattan,25/Q3,Co-op,Residential,"$53,408,800","$2,580,000","$2,810,989",19,10395.0,"$53,408,800","$2,810,989","$2,580,000",
4142,Tribeca,Manhattan,25/Q3,Condo,Residential,"$316,591,776","$3,747,500","$4,946,746",64,10395.0,"$316,591,776","$4,946,746","$3,747,500",
4143,Tribeca,Manhattan,24/Q4,Co-op,Residential,"$6,235,000",,,2,,"$6,235,000",,,
4144,Tribeca,Manhattan,24/Q4,Condo,Residential,"$70,988,000","$9,037,500","$11,831,333",6,9632.5,"$70,988,000","$11,831,333","$9,037,500",
4145,Tribeca,Manhattan,25/Q4,Co-op,Residential,"$29,365,790","$2,230,000","$2,669,617",11,7976.833333333333,"$29,365,790","$2,669,617","$2,230,000",
4146,Tribeca,Manhattan,25/Q4,Condo,Residential,"$358,870,269","$3,722,500","$5,607,348",64,7976.833333333333,"$358,870,269","$5,607,348","$3,722,500",
4147,Turtle Bay,Manhattan,25/Q1,Co-op,Residential,"$36,484,670","$630,835","$793,145",46,,"$36,484,670","$793,145","$630,835",
4148,Turtle Bay,Manhattan,25/Q1,Condo,Residential,"$65,779,763","$1,725,000","$1,879,422",35,,"$65,779,763","$1,879,422","$1,725,000",
4149,Turtle Bay,Manhattan,25/Q1,Multi-Family Dwelling,Residential,"$4,700,000",,,1,,"$4,700,000",,,
4150,Turtle Bay,Manhattan,25/Q1,Single-Family Home,Residential,"$3,500,000",,,1,,"$3,500,000",,,
4151,Turtle Bay,Manhattan,26/Q1,Co-op,Residential,"$23,048,500","$575,000","$698,439",33,,"$23,048,500","$698,439","$575,000",
4152,Turtle Bay,Manhattan,26/Q1,Condo,Residential,"$52,267,183","$1,298,678","$1,633,349",32,,"$52,267,183","$1,633,349","$1,298,678",
4153,Turtle Bay,Manhattan,26/Q1,Single-Family Home,Residential,"$6,850,000",,,1,,"$6,850,000",,,
4154,Turtle Bay,Manhattan,24/Q2,Co-op,Residential,"$500,000",,,1,,"$500,000",,,
4155,Turtle Bay,Manhattan,25/Q2,Co-op,Residential,"$44,705,995","$715,000","$912,367",49,,"$44,705,995","$912,367","$715,000",
4156,Turtle Bay,Manhattan,25/Q2,Condo,Residential,"$70,449,120","$1,237,500","$1,853,924",38,,"$70,449,120","$1,853,924","$1,237,500",
4157,Turtle Bay,Manhattan,25/Q2,Single-Family Home,Residential,"$6,800,000",,,1,,"$6,800,000",,,
