CompanyName,TotalCost,CompanyName,RemSQFT
SANTANAS LAWN SPRINKLERS,15400.0,3,0.0
TEM ELECTRIC INC,15400.0,1,400.0
Mega Developers LLC,15400.0,2,0.0
Precision Tech Inc,15400.0,4,610.0
TROPIC FENCE  INC. ,15382.0,1,0.0
K&A ELECTRIC CORP ,15340.6,2,400.0
EROD SERVICES CORP ,15340.0,4,0.0
JAG HOMES GENERAL CONTRACTOR INC,15330.0,1,0.0
POWER BY PURKIS INC,15317.0,3,530.0
ILLUSIVE AUTOMATION INC,15300.0,3,0.0
ROYAL AIR CONDITIONING INC,15250.0,1,0.0
PPLAB USA CORP,15250.0,2,100.0
BTB Electric  LLC,15250.0,2,0.0
MIAMI FLOOR COVERING INC,15198.0,4,0.0
ALL TCS LLC,15198.0,2,0.0
HEMAR CONSTRUCTION  INC. ,15190.0,1,0.0
STERLING CONSTRUCTION INC. ,15100.0,2,0.0
Cambridge Specialty Construction Corp.,15100.0,1,0.0
Coastal Construction & Consulting Corp,15080.0,3,300.0
MIKEMAR TILE INC,15020.0,3,0.0
E.J & C ELECTRICAL & AUTOMATIZATION   INC,15000.0,1,0.0
EPSILON FLOORS  INC.,15000.0,2,0.0
DYNAMIC POWER SOLUTIONS LLC,15000.0,1,3982.0
TEKTON CONSTRUCTION  CORP. ,15000.0,1,0.0
FALCON GAS PROFESSIONAL  INC,15000.0,1,1982.0
DEKA BUSINESS CORP,15000.0,1,0.0
Total Appliance & Air Conditioning Repairs Inc.,15000.0,1,20.0
Fresh Cooling Inc,15000.0,1,0.0
ELECTRICAL EXPRESS SERVICES CORP,15000.0,2,600.0
ELITE CONTRACTORS USA  LLC,15000.0,1,0.0
DBR ENTERPRISES INC,15000.0,1,0.0
Electrical Petroleum Services Corp ,15000.0,1,700.0
ERNEST PLUMBING INC,15000.0,1,1500.0
TOTAL FIRE SPRINKLER CORp,15000.0,2,0.0
AWNING AND FENCE CORPORATION OF SOUTH FLORIDA INC,15000.0,1,0.0
Florida Engineering and Development Corp.,15000.0,1,0.0
DAN PALIVODA & SONS ELECTRIC,15000.0,1,0.0
DAVID VIERA  LLC,15000.0,2,0.0
Albert Tile Corp,15000.0,1,0.0
GENESIS ALARM TECHNOLOGIES INC ,15000.0,1,0.0
LAUREN MAR BUILDERS INC,15000.0,1,0.0
GENESIS SYSTEMS INTEGRATION LLC,15000.0,1,0.0
SPECIALIZED FIRE & SECURITY  INC,15000.0,3,0.0
Promaster Plumbing & Backflow Inc,15000.0,1,550.0
M A A Construction Inc,15000.0,1,0.0
ADVANCE AIR TECH CORP,15000.0,2,1050.0
BUELL VENTURES CORPORATION,15000.0,1,0.0
ADMER CONSTRUCTION GROUP LLC,15000.0,9,0.0
MAINLINE PLUMBING SERVICE INC,15000.0,1,3959.0
YBM Electric Inc.,15000.0,5,560.0
MASTER CRAFTMAN POOLS INC,15000.0,2,0.0
SOUTH COAST ELECTRIC OF DADE INC,15000.0,1,1500.0
MEDEROS ORNAMENTAL  INC,15000.0,2,0.0
ACE AIR Conditioning & Refrigeration Inc.,15000.0,1,900.0
dorise seawalls and restorations,15000.0,1,0.0
ACCURATE PLUMBING SOLUTIONS   INC.,15000.0,1,175.0
MIA GLAZIG INC ,15000.0,1,0.0
BRITO CONSTRUCTION GROUP  INC,15000.0,2,110.0
SOFLO SPRINKLERS LLC,15000.0,1,0.0
MILLENNIUM MAKEOVER INC,15000.0,1,0.0
MORALES CONTRACTORS & DEVELOPERS  LLC,15000.0,1,76.0
MORRISON ELECTRIC  INC,15000.0,1,100.0
VEP Construction LLC,15000.0,1,80.0
Midtown Video Inc,15000.0,1,0.0
NELCON CONSTRUCTION  GENERAL CONTRACTORS INC.,15000.0,1,0.0
Nu Tech Electricity Inc,15000.0,1,0.0
OLIVARES IRON WORKS CORPORATION,15000.0,2,0.0
PLUS SERVICES INC ,15000.0,1,200.0
PMA Electric Inc.,15000.0,1,800.0
An Honest AC Company  LLC,15000.0,1,1690.0
LEGACY BUILDING CORP.,15000.0,1,30.0
Best Power Electrical Solutions INC,15000.0,1,1386.0
CAMP AIR INC,15000.0,2,1235.0
Safe Plumbing Corp. ,15000.0,1,1000.0
Gozlan Electric  LLC,15000.0,1,195.0
CITY BUILDERS  INC.,15000.0,1,0.0
High Quality Underground Services In,15000.0,1,0.0
Highline Electric Co.,15000.0,3,0.0
Advantage Gas Services Inc,15000.0,1,0.0
INTELLIGENT AUDIO/VIDEO INC,15000.0,1,0.0
Smart House Solutions Inc.,15000.0,4,0.0
Service Resource Co.,15000.0,1,0.0
J H C CONTRACTORS INC,15000.0,2,0.0
J PALMER GROUP INC,15000.0,1,0.0
C.A.K. Builders Inc,15000.0,1,0.0
ARTISTIC FENCE AND WALLS CORP,15000.0,1,0.0
K.A.F. AIRCONDITIONING SERVICES INC,15000.0,1,1500.0
SYNERGY GENERAL CONTRACTORS  LLC,15000.0,1,65.0
AIRTECH HVAC CORP,15000.0,1,2500.0
Albany Homes Construction Inc.,15000.0,1,0.0
LANDA ENTERPRISES CORP,15000.0,1,0.0
James Electric Inc. ,15000.0,1,1656.0
AIR SYSTEM CONTRACTOR INC,14985.0,1,1305.0
PALMA HIGHGRADE GENERAL BUILDING CONTRACTORS LLC,14950.0,1,36.0
PREMIER QUALITY CONSTRUCTION  INC. ,14945.0,2,0.0
FOF Investments LLC,14873.0,1,0.0
Arias Marble and Tile Corp.,14800.0,3,0.0
LONDON COMMERCIAL DISTRIBUTION  LLC ,14800.0,2,50.0
A & G CAULKING & WATERPROOFING  INC. ,14800.0,1,0.0
SUNFL ELECTRICAL CONTRACTOR INC,14800.0,1,1100.0
Juliao Garage Doors Inc.,14725.0,6,0.0
Williams Power & Control Inc.,14700.0,4,0.0
Cintas Fire Protection,14700.0,5,0.0
GILARDI CONSTRUCTION LLC,14700.0,2,0.0
SFL Property Maintenance Corp,14650.0,2,0.0
GRACE & NAEEM UDDIN INC,14600.0,1,0.0
MEARS ELECTRIC INC,14600.0,2,0.0
Fidrat Fire & Systems Inc,14600.0,2,0.0
 ACE Construction Group INC.,14600.0,1,0.0
STORMPROOF INC,14532.0,3,0.0
Boost Construction LLC,14500.0,2,700.0
HALMAG SOLUTIONS INC,14500.0,3,171.0
ALBERTO BERNAL & ASSOCS. INC.,14500.0,2,0.0
JPC & SONS CONSTRUCTION INC,14500.0,1,0.0
THE BIG ONES PLUMBING  INC ,14500.0,3,50.0
SCARANO INC,14500.0,2,0.0
GREENHOME AUTOMATIONS LLC,14500.0,5,0.0
FLGC CONSTRUCTION  INC,14500.0,2,29.0
Environmental Performance Systems Inc,14500.0,2,350.0
JAVON INC,14500.0,3,0.0
AMERICAN DESIGN ENGINEERING CONSTRUCTION INC. ,14500.0,1,0.0
INNOVATE AUDIO VISUAL INC,14442.0,1,0.0
Trebol Contractors Corp,14430.0,5,0.0
ALLEN RESIDENTIAL  LLC DBA ALLEN CONSTRUCTION & DEVELOPMENT,14300.0,1,0.0
PRO ELECTRIC CONTRACTORS INC,14300.0,2,720.0
Dade Made LLC,14300.0,1,0.0
TRICOUNTY INDUSTRIAL REFRIGERATION  LLC,14275.0,1,30.0
J DI MARZO CONSTRUCTION I   INC,14267.0,2,0.0
CH2 DESIGN GROUP CORP ,14250.0,1,180.0
TERRABRITE dba SOUTH FLORIDA INNOVATIONS,14125.0,1,150.0
CARUVA INC.,14100.0,5,0.0
Picture Perfect Builders LLC,14001.0,1,0.0
I & M Plumbing Service  INC.,14000.0,2,0.0
Piper Construction DBA Piper Automotive and Marine Service Inc.,14000.0,1,150.0
OWNER BUILDER CONSTRUCTION MANAGEMENT SERVICES INC,14000.0,2,0.0
MILLER SIGNS  LLC,14000.0,1,0.0
HALL MECHANICAL & AIR CONDITIONING LLC,14000.0,2,1000.0
Alfresco Air Inc.,14000.0,2,6327.0
Perdomo Construction Inc.,14000.0,2,0.0
I & M SERVICE AND REPAIR INC,14000.0,1,500.0
NANAKS LANDSCAPING INC.,14000.0,2,0.0
KUNES PLUMBING L.L.C,14000.0,1,0.0
Luxor ,14000.0,1,0.0
All Florida Electrical Contractors Inc.,14000.0,2,0.0
BuildMax Builder LLC,14000.0,3,0.0
CAVU CONCEPTS & COMPANY LLC,14000.0,1,1700.0
4TRESS CONSTRUCTION LLC,14000.0,1,0.0
WOLF GENERAL CONTRACTOR LLC,14000.0,1,150.0
Regosa Air Condition Inc.,14000.0,1,1412.0
FLORIDA ROOFING INC,14000.0,1,0.0
EEI POWER & COMMUNICATIONS  LLC,14000.0,1,0.0
CONSTRUCTION BY DESIGN EG INC.,14000.0,2,0.0
CONTINETAL  HEAVY CIVIL CORP ,14000.0,2,0.0
PRO TECHNICAL SUPPORT CORPORATION,14000.0,1,0.0
Rafael Piniella Inc.,14000.0,1,160.0
ARANGO BILLBOARD & CONSTRUCTION CO.  LLC,14000.0,1,0.0
Coldspell A/C,14000.0,2,797.0
AMPHENOL CUSTOM CABLE INC,13973.0,3,0.0
CONSTRUCTION ZONE INC,13900.0,3,50.0
Master Flooring Services Corp,13900.0,1,0.0
ECOVIEW WINDOWS & DOOR,13829.0,2,100.0
DeltaEden Inc.,13815.0,2,0.0
Voltage Electric Inc.,13800.0,3,700.0
ORONI INC.,13800.0,1,0.0
WALKER BUILDING SERVICES INC,13800.0,1,0.0
A1 Fire Protection LLC,13750.0,4,0.0
FLORIDA ATLANTIC AIRCONDITIONING AND REPAIR CORP,13735.0,2,1200.0
INTERNATIONAL DEVELOPERS & CONSTRUCTION PARTNERS CORP,13710.0,2,0.0
ADATECH CORPORATION,13700.0,2,0.0
C Breines Enterprises Inc.,13700.0,4,1340.0
ERT SECURITY CORP ,13600.0,4,0.0
M&H HOME SOLUTIONS L.L.C,13564.0,2,0.0
LEMAR DESIGN & CONSTRUCTION CORP,13550.0,1,0.0
MIAMI CARPET WOOD & LAMINATE FLOORING CORP,13500.0,2,0.0
Debeche Construction  CORP,13500.0,2,64.0
REYES FC SERVICES CORP,13500.0,3,10.0
Leo Marble Flooring Corp,13500.0,2,0.0
BURCORP LLC,13500.0,1,0.0
All Type Construction Services Inc.,13500.0,2,400.0
LORDS A/C CORP,13500.0,2,200.0
Winter Breeze Corp,13500.0,2,2892.0
Mejias Florida Contractors Inc,13500.0,3,920.0
IBS CONSTRUCTION GROUP LLC,13500.0,2,0.0
PRECISIONFIT BATH COMPANY,13500.0,1,0.0
SURFACES CONSTRUCTION GROUP LLC,13413.0,2,0.0
AGC BUILDERS INC ,13381.0,2,200.0
ELITE RESTORATION CORP,13375.0,2,0.0
MIAMI ELECTRIC MASTERS  LLC,13372.0,5,105.0
R & B HI  TECH SYSTEMS INC,13350.0,4,0.0
ELITE 1 SERVICES  LLC,13325.0,2,0.0
BROTEN GARAGE DOOR SALES INC ,13305.0,2,0.0
TURN CONSTRUCTION LLC,13200.0,3,0.0
C R A & Company Inc.,13200.0,2,0.0
DST SECURITY  LLC,13200.0,2,0.0
QUALITY PAVING  CORP ,13180.0,1,0.0
Brite Panting and Waterproofing  Inc.,13180.0,1,0.0
Palm Beach Audio Visions  LLC,13135.0,1,0.0
WIRED UP LLC,13128.0,2,0.0
FOR FLOORS & BEYOND INC.,13100.0,2,0.0
NC Builders Inc,13050.0,1,20.0
OCEAN CONSTRUCTION CORP,13000.0,2,0.0
SHEET METAL AND ROOFING TECHNOLOGY INC ,13000.0,1,0.0
ARUBA CONSTRUCTION AND ROOFING  INC.,13000.0,1,0.0
Segnini Services Corp,13000.0,2,0.0
SOUND PERFORMANCE LLC,13000.0,1,0.0
Bel Custom Construction  Inc.,13000.0,3,0.0
Riveras A/C Contractor  LLC,13000.0,3,10.0
John Beach Construction Inc.,13000.0,3,0.0
JCL RIVER PROPERTIES CORP,13000.0,1,0.0
CLEMDEL CONSTRUCTION CORP,13000.0,3,0.0
GREENBUILD CONSTRUCTION COMPANY,13000.0,1,0.0
GONZALEZ & SONS EQUIPMENT  INC,13000.0,2,0.0
THREE LIONS CONSTRUCTION  INC. ,13000.0,2,0.0
TNT SECURITY INC,13000.0,2,0.0
DADE COUNTY AIR CONDITIONING CORP ,12985.0,1,0.0
PROTECT O LARMS INC,12942.0,2,0.0
williams welding llc ,12890.0,1,0.0
Feligou Construction Inc.,12880.0,2,0.0
ALL BUILDING & REMODELING LLC,12850.0,2,100.0
Green Engineering & Construction Inc.,12850.0,2,88.0
NEW WHITE GOLD INC,12800.0,2,0.0
Perez & Perez Flooring Inc.,12800.0,1,0.0
SAMPLE COMMUNICATIONS SERVICES INC,12795.0,2,0.0
Efficiency & Services LLC,12767.0,3,0.0
FREEZING POINT AIR CONDITIONING LLC,12750.0,1,1500.0
1 QUICK ALUMINUM & IRON WORK INC,12750.0,3,0.0
JJS CONSTRUCTION GROUP LLC ,12700.0,2,114.0
RCI ELECTRIC INC,12700.0,2,0.0
ALL DADE PLUMBING & SPRINKLERS INC,12700.0,3,0.0
YEREVEN EXPORT & IMPORT INC,12650.0,1,0.0
Innuvo Inc,12603.0,2,0.0
GENESIS ALLIANCE GROUP LLC,12563.0,1,0.0
Prestige Design & Construction Inc,12563.0,2,0.0
ATECH FIRE AND SECURITY  INC. ,12556.0,1,0.0
IACONO IRON LLC,12500.0,1,0.0
Vivaco Group  LLC,12500.0,1,0.0
SECURITY TECHNOLOGIES NETWORK INC,12500.0,6,0.0
GMV PLUMBING CORP. ,12500.0,3,500.0
Blue Water Holdings Associates INC.,12500.0,2,2561.0
HYD Air Conditioning Corp,12500.0,1,883.0
REINCOFL CORP,12500.0,2,0.0
Persant Construction Company Inc.,12500.0,4,0.0
RELIANCE AIR CONDITIONING CORP.,12500.0,3,0.0
J & J A/C AND HEATING INC,12500.0,2,390.0
J MARTIN AC INC,12500.0,1,485.0
Ness Carmel LLC,12500.0,1,0.0
J & A Air Conditioning Corp.,12500.0,1,500.0
M.J WETZEL CONSTRUCTION CORP,12500.0,1,0.0
CONNECTICUT ENGINEERING INC.,12500.0,1,0.0
MATT CONSTRUCTION LLC,12500.0,1,0.0
SOUTH QUALITY ROOFING  LLC,12500.0,2,0.0
BH BUILDERS ASSOCIATION LLC,12450.0,2,0.0
SERVICE AIR PRO USA,12450.0,1,400.0
DCI SYSTEMS GROUP INC,12400.0,2,0.0
DKA POWER INC.,12363.0,1,0.0
LIGHTUP ELECTRICAL SOLUTIONS INC,12325.2,2,0.0
JR Planning and Construction Inc,12300.0,2,0.0
SOURCE REMODELING  LLC,12250.0,2,0.0
CONARC GROUP LLC,12225.0,3,0.0
MICROFIX ELECTRICAL LLC,12200.0,3,0.0
SOUTHERN INTERGRATED SYSTEMS LLC,12200.0,1,3182.0
AA Concrete Solutions Corp,12200.0,3,0.0
SECURITY & SOUND SYSTEMS INC.,12198.0,1,0.0
FIS GROUP  INC,12100.0,1,0.0
ELAN CONSTRUCTION,12100.0,3,80.0
ARGEN GLASS L.L.C. ,12100.0,2,0.0
Optimus AC,12100.0,2,488.0
Rhino Homes LLC,12050.0,2,0.0
FAITHFUL BUILDERS LLC,12001.0,1,128.0
Star Paving Corp.,12000.0,2,7639.0
SOS PLUMBING AND AIR CONDITIONING CORP,12000.0,2,950.0
DAVE 21 INC,12000.0,1,2373.0
SFL BUILDING CONTRACTORS CORP,12000.0,1,0.0
TUNA ORNAMENTAL INC,12000.0,1,0.0
ANOTHER CREATION HOMES INC,12000.0,1,0.0
Arvany Building Works LLC,12000.0,1,0.0
GEORGE W PEARSON INC,12000.0,1,0.0
Payless Glass & Glazing Corp,12000.0,1,0.0
ARIES GLASS & MIRRORS CORP,12000.0,1,0.0
Aquatronics Corp.Inc DBA Lighting Impre,12000.0,2,350.0
MULTI CONSTRUCTION GROUP INC,12000.0,1,0.0
SLV CONSTRUCTION CORP ,12000.0,1,0.0
J SOLUTIONS SERVICES & REPAIRS INC,12000.0,1,846.0
AURORA CONSTRUCTION & RESTORATION INC,12000.0,1,0.0
GBS Development & Management Co,12000.0,2,0.0
LEVEL UP ROOFING  CORP,12000.0,1,0.0
BRIGHT STAR ELECTRIC LLC,12000.0,8,0.0
Exact Construction Inc.,12000.0,3,0.0
Dynseguridad LLC,12000.0,4,0.0
J&JJ AC AND REFRIGERATION LLC,12000.0,1,0.0
FLYING A SECURITY SYSTEMS INC,12000.0,1,0.0
CAMP DEVELOPMENT CORP,12000.0,1,100.0
INFINTY WOOD FLOORS INC,12000.0,1,0.0
BG BUILDING GROUP  LLC ,12000.0,2,36.0
C.S.T. ELECTRICAL CONTRACTORS  INC.,12000.0,3,0.0
ABELL & TURRENTINE CORP,12000.0,1,440.0
JORGE QUALITY INC,12000.0,1,1386.0
B CODY PLUMBING INC,12000.0,1,400.0
Sage Construction Group Corp,12000.0,1,0.0
TEMPTROL AIR CONDITIONING  INC. ,12000.0,1,2931.0
SJE DESIGN & CONSTRUCTION,12000.0,1,0.0
SURFACES BY RAYMOND J INC,12000.0,2,0.0
ALL PRO CONSTRUCTION BUILDERS INC.,11993.0,1,0.0
NATHIL CONSTRUCTION LLC,11936.0,2,400.0
ACTURON SERVICES  INC.,11925.0,2,0.0
NERDTECK INC,11900.0,7,0.0
Universal Electrical Services,11900.0,2,0.0
Lemus Irrigation Inc.,11883.0,2,0.0
VISION ELECTRIC INC,11822.0,2,1019.0
ALARM DEPOT  INC.,11800.0,4,0.0
El Magos Roofing Corp,11800.0,1,0.0
M & M CERAMIC TILE  CORP ,11787.39,1,0.0
CEDOE ELECTRIC CORPORATION,11750.0,2,500.0
US FLOORS INSTALLATIONS LLC,11724.0,2,0.0
Hom Enterprises LLC,11700.0,3,0.0
VERGELSS CONSTRUCTION INC,11625.0,1,0.0
MIA ELECTRICAL SERVICE INC.,11560.0,2,300.0
Blandon Iron Design,11550.0,2,0.0
GALACTIC TECHNOLOGY GROUP INC,11522.0,2,0.0
JORGE E. HERNANDEZ (INDIVIDUAL),11501.0,3,0.0
RRR GENERAL CONSTRUCTIONS ,11500.0,2,0.0
SBL CONSTRUCTION GROUP INC,11500.0,2,0.0
JB Waterworks Corp,11500.0,2,0.0
LANDEL CONSTRUCTION CORP,11500.0,4,0.0
Dynamic Contracting Services,11500.0,1,0.0
RGEM ELECTRIC CORP.,11500.0,1,200.0
IBERICA CONTRACTORS USA CORP ,11430.0,1,0.0
GLOBAL PLUMBING LLC,11400.0,2,960.0
National Floors Direct  Inc,11390.0,1,0.0
PRESTIGE INSTALLATION INC,11350.0,2,0.0
THE MASTER BUILDERS  INC,11320.0,2,0.0
AAA SOUTH FLORIDA A/C,11300.0,4,1630.0
M2 INTERNATIONAL GROUP LLC,11300.0,1,98.0
EMBRACED SOLUTIONS  INC,11206.0,1,0.0
FELIPEZ ELECTRIC LLC,11200.0,7,50.0
QUALITECH HOME SERVICES LLC,11200.0,2,0.0
ADIVO CONSTRUCTION CORP,11200.0,2,182.0
MM HARD SHUTTERS INC,11100.0,6,0.0
Martinez Fence Co.,11100.0,2,0.0
DESIGN BUILDING SOLUTIONS & INNOVATIONS  INC.,11100.0,2,0.0
D D & D ELECTRICAL SERVICE  INC.,11100.0,4,0.0
Victory Electric Inc.,11100.0,3,625.0
CASTELLAR CONSTRUCTION INC.,11001.0,2,275.0
TECH FLOOR COMPANY,11000.0,1,0.0
D & P Contractors LLC,11000.0,1,100.0
Capital Air Inc.,11000.0,2,3121.0
Emry Construction LLC,11000.0,1,0.0
VOSTEC LLC,11000.0,1,0.0
Miami 305 LLC,11000.0,2,0.0
ROOF FOR LIFE  LLC,11000.0,1,0.0
CONSTRUCTION SOLUTIONS OF SOUTH FLORIDA INC,11000.0,1,0.0
Venetian Remodeling Group Inc,11000.0,1,0.0
ALL ELECTRIC AP INC,11000.0,4,573.0
SURTREAT CONCRETE RESTORATION,11000.0,1,0.0
GREENHOUSE INTERGRATION  INC,11000.0,2,0.0
Gencon Construction Group  LLC,11000.0,3,0.0
SOUTH FLORIDA AUTOMATION INC,11000.0,2,0.0
YELLOW HORN INC,11000.0,2,0.0
ACUNA TILES PORCELAIN QUALITY LLC,11000.0,1,0.0
DOUG HEDDEN ELECTRIC  INC. ,11000.0,3,0.0
ASSURED CONTRACTING LLC,11000.0,1,0.0
SOLID FOUNDATION SOLUTIONS LLC DBA SOLID FOUNDATIONS,11000.0,1,0.0
Advanced Control Corp.,11000.0,2,0.0
Anzac Contractors Inc,11000.0,1,0.0
 East Coast Windows & Doors Inc,11000.0,1,0.0
UGR HOME FLOORING IMPROVEMENTS CORP,10932.0,1,0.0
LT CONSTRUCTION GROUP LLC,10900.0,4,30.0
LIGHTGATE INC,10880.0,6,2929.0
ROUND HILL DEVELOPMENT GROUP INC,10850.0,3,0.0
COAST HOME BUILDERS  INC,10800.0,3,0.0
THE BUSSINESS MAN INC /DBA CLIFFS POOLS & PATIOS AFFORDABLE MA,10800.0,1,0.0
+MANNYS FENCE COMPANY,10800.0,1,0.0
KIMMONS BUILDERS  INC,10750.0,1,125.0
M & J CONSULTING GROUP  CORP,10750.0,1,0.0
Renovatio Design Build  LLC,10733.0,1,1950.0
Innova Design LLC,10700.0,2,0.0
South Florida Hood & Electric Corporation,10700.0,6,0.0
Park Avenue Entries LLC,10640.0,1,0.0
STATE PRO CONSTRUCTION INC,10600.0,1,0.0
LAMINATE FLOORING INC ,10600.0,2,0.0
TAPIA LUIS M SERVICE  CORP,10550.0,4,374.0
RDM Landscape Services Inc,10521.0,2,0.0
MAINLAND CONSTRUCTION CO,10500.0,1,0.0
COPPER CONCEPTS  INC. ,10500.0,3,1200.0
Emechard LLC,10500.0,2,0.0
DR.HVAC INC,10500.0,1,450.0
SUPERIOR REMODELING CONCEPTS LLC,10500.0,1,0.0
AFTER HOURS AIRCONDITIONING  INC  ,10500.0,2,1750.0
FACILITY SOLUTIONS FL INC,10500.0,1,0.0
HIGH VOLTAGE SERVICES LLC,10500.0,1,800.0
ADVANCE TECHNICAL CONSTRUCTION COMPANY,10500.0,1,140.0
Plumb Tech Group Inc,10500.0,2,2688.0
GPG BUILDERS LLC,10500.0,3,0.0
G.A.M. GENERAL SERVICES  LLC,10500.0,1,0.0
DISTRICT FIRE PROTECTION,10500.0,1,0.0
RUBENS KOOL INC,10500.0,1,1764.0
C & C CONSTRUCTION AND DESIGN GROUP INC,10400.0,1,140.0
International M2O Fire Protection Services Inc.,10300.0,1,0.0
W M VENTURES LLC,10300.0,2,0.0
REMO GROUP LLC,10230.0,1,0.0
SBUILDERS FLORIDA  INC.,10200.0,1,0.0
FLORIDA ALUMINUM SUPPLY CO ,10165.0,3,0.0
JC EXPRESS PLUMBING INC,10100.0,1,0.0
PULY USA  INC dba CASAVECCHIA MARBLE & SERVICES,10100.0,1,0.0
Green Dreams Paradise Corporation,10100.0,1,0.0
MASTER PLUMBING OF SOUTH FLORIDA  INC.,10100.0,1,0.0
CAON ENTERPRISE  CORP,10100.0,1,0.0
IS TELECOM LLC,10100.0,3,0.0
Martin glass & mirror,10001.0,1,0.0
SPADO CONSTRUCTION DBA SPADIO POOL CONSTRUCTION,10000.0,1,0.0
SOUTHERN FLOW PLUMBING INC,10000.0,1,200.0
JMJ PAINTING INC,10000.0,1,0.0
HYDRATECH PLUMBING INC,10000.0,1,4500.0
ROSEMBERG ELECTRICAL SERVICES,10000.0,2,1501.0
COOL SOLUTIONS A/C INC,10000.0,1,2017.0
EDISS CONSTRUCTION INC,10000.0,1,112.0
Duncan General Contractor Inc.,10000.0,4,0.0
MIAMI FRESH RENOVATIONS,10000.0,1,600.0
Discount Pool Heating,10000.0,1,1676.0
 BELTRAN CONSTRUCTION GROUP INC,10000.0,1,0.0
MJ AIR CONDITIONING & PIPEFITER INC,10000.0,1,1500.0
TRIUMPH CONSTRUCTION & REMODELING SERVICES INC ,10000.0,1,0.0
DREAM HOME CONTRACTORS INC,10000.0,1,574.0
METROPOLIS BUILDERS LLC,10000.0,1,50.0
DRAKON GROUP LLC,10000.0,2,0.0
DOM BELLA PLUMBING LLC.,10000.0,1,1200.0
AAA PRO PLUMBING LLC,10000.0,1,0.0
DOKE ELECTRICAL AND GENERAL CONTRACTORS INC,10000.0,1,0.0
DEVON CONSTRUCTION  INC,10000.0,1,0.0
2A CONSTRUCTION GROUP LLC,10000.0,2,0.0
DADE ROOFING CORPORATION,10000.0,1,0.0
MATCON CONSTRUCTION LLC DBA GOPELIA,10000.0,1,0.0
Cuesta Construction Services Inc,10000.0,1,0.0
A & T Air Conditioning Corp,10000.0,1,550.0
EPIC CONSTRUCTION SOLUTIONS LLC ,10000.0,1,0.0
Concrete Sagua La Grande Corp ,10000.0,2,0.0
RIANT CONTRACTORS LLC,10000.0,1,0.0
FLORIDA CONTRACTING CONSTRUCTION SERVICES INC. ,10000.0,1,0.0
CG3 GROUP LLC,10000.0,1,0.0
LION CONSTRUCTION GROUP  LLC,10000.0,1,0.0
TECHNOLOGY CONSTRUCTION CORP,10000.0,1,0.0
PARADISE SOUTHERN ROOFING  LLC,10000.0,1,0.0
ALL HOMES CONSTRUCTION SERVICES CORP,10000.0,1,800.0
NORTH END PLUMBING AND DRAINS  LLC,10000.0,4,124.0
IN & OUT ALL ACCESS SYSTEMS INC,10000.0,1,0.0
ALLEN CONSTRUCTION  INC dba ALLEN HOME BUILDING INC,10000.0,1,0.0
SUNNY FLORIDA PLUMBING INC.,10000.0,1,0.0
GENERAL PLUMBING 24 HOUR REPAIR  INC,10000.0,1,200.0
PEREIRA QUALITY SERVICES  INC,10000.0,1,100.0
Associated Seal & Coating Inc.,10000.0,1,0.0
Vernon A Kadel Electrical Contractor,10000.0,1,0.0
Arcs & Sparks Inc.,10000.0,2,0.0
LAWLESS ELECTRIC INC,10000.0,1,0.0
GLASSPRO SERVICES INC,10000.0,1,0.0
Kawama Construction & Consulting LLC,10000.0,1,0.0
S PLUS K DEVCO LLC,10000.0,1,0.0
GT GRANDSTANDS INC,10000.0,1,1052.0
All Source Professionals. Inc ,10000.0,1,0.0
Aguilar Sr Corp,10000.0,1,0.0
ARTICA LLC/DO NOT USE THIS COMAPNY ,10000.0,1,1292.0
Acai Associates Inc.,10000.0,1,0.0
KND Air Conditioning LLC,10000.0,1,739.0
Southern Mechanical Contractors LLC,10000.0,1,200.0
KARLS PLUMBING,10000.0,1,408.0
Sparkle Plumbing LLC,10000.0,2,2120.0
G CONCRETE DEVELOPMENT INC,10000.0,1,0.0
PAYLESS PLUMBING,10000.0,1,2027.0
RC COAST CONSTRUCTION,10000.0,1,0.0
RANDY RUSHING PLUMBING LLC,10000.0,1,12.0
CARLTON & GRAHAM RETAIL CONSTRUCTORS  INC.,10000.0,1,200.0
K MILLER PLUMBING INC,10000.0,1,100.0
Lilesmar Enterprises Inc,10000.0,1,50.0
AG CONSTRUCTION MIA LLC,10000.0,1,0.0
Bel Floors Corp.,10000.0,1,0.0
LUCKY START \ BEST UNION,10000.0,2,200.0
OSI CUSTOM KITCHENS AND MORE LLC,10000.0,1,0.0
RPS ELECTRIC  INC,10000.0,1,0.0
FOLDING SHUTTER CORPORATION,9997.0,1,0.0
MCCONKEY FIRE SPRINKLER INC,9988.0,2,0.0
Action Electric Inc,9950.0,5,0.0
Arpaico Inc,9900.0,2,0.0
COLBERT INC,9800.0,1,0.0
GAS TECH OF MIAMI  INC,9800.0,1,0.0
JNC Flooring Contractors Inc.,9800.0,1,0.0
SECURITY PLUS INDUSTRIES INC,9800.0,2,0.0
MG FLOORING IMPROVEMENTS LLC ,9800.0,1,0.0
GRB STONE AND MARBLE CORP,9800.0,1,0.0
A1 Veloz Contractor Inc,9780.0,2,25.0
ELOHIM ELECTRIC  INC,9750.0,1,780.0
BUILDNET CORP,9750.0,1,0.0
FKN Trading Corp. ,9721.0,1,0.0
OLIVIA MARQUEZ INC,9700.0,1,0.0
Blue Monkey Flooring & Finishing Contractor ,9700.0,1,0.0
