,Project Type,Project Name,Association Name,City,Zip,County,ID
3801,CONDOMINIUM,OAKRIDGE V CONDOMINIUM ASSOCIATION,"OAKRIDGE V CONDOMINIUM ASSOCIATION, INC.",DEERFIELD BEACH,33442,BROWARD,239586
3802,CONDOMINIUM,RICHMOND A CONDOMINIUM,RICHMOND A CONDOMINIUM ASSOCIATION INC.,DEERFIELD BEACH,33442,BROWARD,234897
3803,CONDOMINIUM,"RICHMOND E CONDOMINIUM ASSOCIATION, INC.","RICHMOND E CONDOMINIUM ASSOCIATION, INC.",DEERFIELD BEACH,33442,BROWARD,258309
3804,CONDOMINIUM,RICHMOND F CONDOMINIUM,"RICHMOND F CONDOMINIUM ASSOCIATION, INC",DEERFIELD BEACH,33442,BROWARD,249546
3805,CONDOMINIUM,"RICHMOND F CONDOMINIUM ASSOCIATION, INC.","RICHMOND F CONDOMINIUM ASSOCIATION, INC.",DEERFIELD BEACH,33442,BROWARD,240278
3806,CONDOMINIUM,SIRIS,INTRACOASTAL HOUSE CONDOMINIUM ASSOCIATIONS,DEERFIELD BEACH,33442,BROWARD,238471
3809,CONDOMINIUM,SIRS,CAMBRIDGE C CONDO ASS.,DEERFIELD BEACH,33442,BROWARD,204761
3810,CONDOMINIUM,SIRS,DURHAM B,DEERFIELD BEACH,33442,BROWARD,250414
3811,CONDOMINIUM,SIRS,GRANTHAM C CONDOMINIUM ASSOCIATION,DEERFIELD BEACH,33442,BROWARD,205121
3812,CONDOMINIUM,SIRS,LYNDHURST I CONDOMINIUM ASSOCIATION INC,DEERFIELD BEACH,33442,BROWARD,250306
3813,CONDOMINIUM,SIRS,LYNDHURST K,DEERFIELD BEACH,33442,BROWARD,251716
3814,CONDOMINIUM,SIRS,WESTBURY H CONDO ASSN,DEERFIELD BEACH,33442,BROWARD,250427
3815,CONDOMINIUM,SIRS 2024,BERKSHIRE B CONDO ASSOCIATION,DEERFIELD BEACH,33442,BROWARD,298335
3816,CONDOMINIUM,SIRS REPORTING,"BERKSHIRE A CONDOMINIUM ASSOCIATION, INC.",DEERFIELD BEACH,33442,BROWARD,209464
3818,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY,DURHAM A CONDOMINIUM ASSOCIATION,DEERFIELD BEACH,33442,BROWARD,237711
3819,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY,DURHAM A CONDOMINIUM ASSOCIATION,DEERFIELD BEACH,33442,BROWARD,239005
3820,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY (SIRS),ELLESMERE B CONDOMINIUM ASSOCIATION,DEERFIELD BEACH,33442,BROWARD,237684
3821,CONDOMINIUM,VENTNOR G CONDO,VENTNOR G CONDOMINIUM ASSOCIATION,DEERFIELD BEACH,33442,BROWARD,259521
3822,CONDOMINIUM,VENTNOR H CONDO,VENTNOR H CONDOMINIUM ASSOCIATION,DEERFIELD BEACH,33442,BROWARD,238885
3823,CONDOMINIUM,"VENTNOR P CONDOMINIUM ASSOCIATION, INC","VENTNOR P CONDOMINIUM ASSOCIATION, INC.",DEERFIELD BEACH,33442,BROWARD,238729
3824,CONDOMINIUM,WESTBURY F CONDO,WESTBURY F CONDOMINIUM ASSOCIATION,DEERFIELD BEACH,33442,BROWARD,259883
3825,CONDOMINIUM,WESTBURY H CONDOMINIUM ASSOCIATION,"WESTBURY H CONDOMINIUM ASSOCIATION, INC",DEERFIELD BEACH,33442,BROWARD,238238
3826,CONDOMINIUM,"LYNDHURST H CONDOMINIUM ASSOCIATION, INC.","LYNDHURST H CONDOMINIUM ASSOCIATION, INC.",DEERFIELD BEACH,33443,BROWARD,219768
3827,CONDOMINIUM,CAPTAINS WALK CONDO ASSOC RESERVE STUDY,CAPTAINS WALK CONDOMINIUM ASSOCIATION,DELRAY BEACH,33444,PALM BEACH,226151
3828,CONDOMINIUM,CITY WALK AT PINEAPPLE GROVE,"CITY WALK AT PINEAPPLE GROVE CONDOMINIUM ASSOCIATION, INC",DELRAY BEACH,33444,PALM BEACH,230259
3829,CONDOMINIUM,CONDO PROJECT,"MARK DOWNTOWN CONDOMINIUM, THE",DELRAY BEACH,33444,PALM BEACH,232936
3830,CONDOMINIUM,"LAVER'S DELRAY RACQUET CLUB 1, A CONDO","DELRAY RACQUET CLUB ASSOCIATION, INC",DELRAY BEACH,33444,PALM BEACH,289758
3831,CONDOMINIUM,"LAVER'S DELRAY RACQUET CLUB 2, A CONDO","DELRAY RACQUET CLUB ASSOCIATION, INC",DELRAY BEACH,33444,PALM BEACH,289763
3832,CONDOMINIUM,"LAVER'S DELRAY RACQUET CLUB 3, A CONDO","DELRAY RACQUET CLUB ASSOCIATION, INC",DELRAY BEACH,33444,PALM BEACH,289769
3833,CONDOMINIUM,"LAVER'S DELRAY RACQUET CLUB 4, A CONDO","DELRAY RACQUET CLUB ASSOCIATION, INC",DELRAY BEACH,33444,PALM BEACH,289775
3834,CONDOMINIUM,"LAVER'S DELRAY RACQUET CLUB 5, A CONDO","DELRAY RACQUET CLUB ASSOCIATION, INC",DELRAY BEACH,33444,PALM BEACH,289782
3835,CONDOMINIUM,"LAVER'S DELRAY RACQUET CLUB 6, A CONDO","DELRAY RACQUET CLUB ASSOCIATION, INC",DELRAY BEACH,33444,PALM BEACH,289787
3836,CONDOMINIUM,"LAVER'S DELRAY RACQUET CLUB 7, A CONDO","DELRAY RACQUET CLUB ASSOCIATION, INC",DELRAY BEACH,33444,PALM BEACH,289789
3837,CONDOMINIUM,"LAVER'S DELRAY RACQUET CLUB 8, A CONDO","DELRAY RACQUET CLUB ASSOCIATION, INC",DELRAY BEACH,33444,PALM BEACH,289796
3838,CONDOMINIUM,"LAVER'S DELRAY RACQUET CLUB 9, A CONDO","DELRAY RACQUET CLUB ASSOCIATION, INC",DELRAY BEACH,33444,PALM BEACH,289802
3839,CONDOMINIUM,LAVER'S RESORT AND RACQUET CLUB B,LAVER'S RESORT AND RACQUET  CLUB B CONDO ASSN INC,DELRAY BEACH,33444,PALM BEACH,230247
3840,CONDOMINIUM,PINEAPPLE GROVE VILLAGE,PINEAPPLE GROVE VILLAGE CONDO ASSOCIAITON,DELRAY BEACH,33444,PALM BEACH,228605
3841,CONDOMINIUM,"TALBOT HOUSE III CONDO ASSOC, INC",TALBOT HOUSE III CONDO ASSOC,DELRAY BEACH,33444,PALM BEACH,239964
3842,CONDOMINIUM,TIERRA VERDE AT DELRAY BEACH,TIERRA VERDE AT DELRAY BEACH CONDO ASSN INC,DELRAY BEACH,33444,PALM BEACH,236036
3843,CONDOMINIUM,BERKSHIRE BY THE SEA,BERKSHIRE BY THE SEA CONDO ASSN INC,"DELRAY BEACH, FL 33444",33444,PALM BEACH,285145
3844,CONDOMINIUM,ABBEY VILLAGE CONDO OF ORIOLE #24,ABBEY VILLAGE CONDO OF ORIOLE #24,DELRAY BEACH,33446,PALM BEACH,235105
3845,CONDOMINIUM,ABBEY VILLAGE CONDO OF ORIOLE #25,ABBEY VILLAGE CONDO,DELRAY BEACH,33446,PALM BEACH,236272
3846,CONDOMINIUM,ABBEY VILLAGE CONDO OF ORIOLE #26,ABBEY VILLAGE CONDO,DELRAY BEACH,33446,PALM BEACH,236283
3847,CONDOMINIUM,ABBEY VILLAGE CONDO OF ORIOLE #27,ABBEY VILLAGE CONDO,DELRAY BEACH,33446,PALM BEACH,236321
3848,CONDOMINIUM,BONAIRE VILLAGE CONDOMINIUM ASSOCIATION INC.,BONAIRE VILLAGE CONDOMINIUM ASSOCIATION INC.,DELRAY BEACH,33446,PALM BEACH,226707
3849,CONDOMINIUM,BONAIRE VILLAGE CONDOMINIUM ASSOCIATION INC.,BONAIRE VILLAGE CONDOMINIUM ASSOCIATION INC.,DELRAY BEACH,33446,PALM BEACH,226714
3850,CONDOMINIUM,BONAIRE VILLAGE CONDOMINIUM ASSOCIATION INC.,BONAIRE VILLAGE CONDOMINIUM ASSOCIATION INC.,DELRAY BEACH,33446,PALM BEACH,226718
3851,CONDOMINIUM,BONAIRE VILLAGE CONDOMINIUM ASSOCIATION INC.,BONAIRE VILLAGE CONDOMINIUM ASSOCIATION INC.,DELRAY BEACH,33446,PALM BEACH,226725
3852,CONDOMINIUM,BONAIRE VILLAGE CONDOMINIUM ASSOCIATION INC.,BONAIRE VILLAGE CONDOMINIUM ASSOCIATION INC.,DELRAY BEACH,33446,PALM BEACH,226730
3853,CONDOMINIUM,BONAIRE VILLAGE CONDOMINIUM ASSOCIATION INC.,BONAIRE VILLAGE CONDOMINIUM ASSOCIATION INC.,DELRAY BEACH,33446,PALM BEACH,226733
3854,CONDOMINIUM,"HUNTING LAKES SECTION THREE ASSOCIATION, INC","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,238825
3857,CONDOMINIUM,HUNTINGTON LAKES SEC 5 ASSN INC,"HUNTINGTON LAKES SECTION FIVE CONDOMINIUM ASSOCIATION, INC.",DELRAY BEACH,33446,PALM BEACH,286798
3867,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,238814
3868,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,238816
3869,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,238819
3870,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,238820
3871,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,238821
3872,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,238822
3873,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,238823
3874,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC.",DELRAY BEACH,33446,PALM BEACH,238815
3875,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE, CONDO 20","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,239021
3876,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE, CONDO 21","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,239022
3877,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE, CONDO 22","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,239024
3878,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE, CONDO 23","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,239026
3879,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE, CONDO 24","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,239028
3880,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE, CONDO 25","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,239029
3881,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE, CONDO 26","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,239030
3882,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE, CONDO 27","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,239031
3883,CONDOMINIUM,"HUNTINGTON LAKES SECTION THREE, CONDO 28","HUNTINGTON LAKES SECTION THREE ASSOCIATION, INC",DELRAY BEACH,33446,PALM BEACH,239032
3887,CONDOMINIUM,PALM LAKE NO.1 CONDO,"PALM LAKE CONDOMINIUM, INC.",LAKE WORTH BEACH,33460,PALM BEACH,229209
3888,CONDOMINIUM,SIRS,FLEUR DE LIS,LAKE WORTH BEACH,33460,PALM BEACH,281675
3889,CONDOMINIUM,LAKE CLARKE GARDENS CONDOMINIUM INC.,LAKE CLARKE GARDENS CONDOMINIUM INC.,LAKE WORTH,33461,PALM BEACH,244339
3890,CONDOMINIUM,LAKESIDE POINT APARTMENTS BLDG. 11,LAKESIDE POINT APARTMENTS BLDG. 11 ASSOC INC,LAKE WORTH BEACH,33461,PALM BEACH,245299
3891,CONDOMINIUM,DAVID SHORE,LAKESIDE VILLAGE,PALM SPRINGS,33461,PALM BEACH,237415
3892,CONDOMINIUM,PALM SPRINGS VILLAGE GREEN,NO 2 CONDO ASSN VILLAGE GREEN INC,PALM SPRINGS,33461,PALM BEACH,249328
3893,CONDOMINIUM,ATLANTIS REGENCY EAST GARDEN APTS.,ATLANTIS REGENCY EAST GARDEN APTS,ATLANTIS,33462,PALM BEACH,268899
3894,CONDOMINIUM,CONDO PROJECT,ATLANTIS REGENCY CONDO - WEST,ATLANTIS,33462,PALM BEACH,229722
3896,CONDOMINIUM,"LAKESHORE COLONY 1, A CONDO","LAKESHORE COLONY 1, A CONDO",HYPOLUXO,33462,PALM BEACH,286624
3898,CONDOMINIUM,"THE YACHT CLUB ON THE INTRACOASTAL, A CONDO","YACHT CLUB ON THE INTRACOSTAL CONDO ASSOC, INC",HYPOLUXO,33462,PALM BEACH,277213
3899,CONDOMINIUM,CONDO PROJECT,HYPOLUXO'S MARINER'S CAY A CONDO,"HYPOLUXO, FL",33462,PALM BEACH,286762
3900,CONDOMINIUM,CROTON HARBOR,CROTON HARBOR,LANATANA,33462,PALM BEACH,291945
3901,CONDOMINIUM,ISLAND TOWERS,ISLAND TOWERS,LANTANA,33462,PALM BEACH,287325
3902,CONDOMINIUM,ISLAND TOWERS,ISLAND TOWERS,LANTANA,33462,PALM BEACH,287899
3903,CONDOMINIUM,MOORINGS AT LANTANA CONDO 1 ASSOCIATION,MOORINGS AT LANTANA CONDO 1 ASSOCIATION,LANTANA,33462,PALM BEACH,228596
3904,CONDOMINIUM,MOORINGS AT LANTANA CONDO 2 ASSOCIATION,MOORINGS AT LANTANA CONDO 2 ASSOCIATION,LANTANA,33462,PALM BEACH,228657
3905,CONDOMINIUM,"MOORINGS AT LANTANA CONDOMINIUM NO. THREE ASSOCIATION, INC.","MOORINGS AT LANTANA CONDOMINIUM NO. THREE ASSOCIATION, INC.",LANTANA,33462,PALM BEACH,222698
3907,CONDOMINIUM,OLD VILLAGE POINTE,OLD VILLAGE POINTE,LANTANA,33462,PALM BEACH,237697
3908,CONDOMINIUM,PELICAN BAY CONDOMINIUM,PELICAN BAY CONDOMINIUM,LANTANA,33462,PALM BEACH,237698
3909,CONDOMINIUM,WATERWAY CLUB #2,WATERWAY CLUB #2 ASSN INC,LANTANA,33462,PALM BEACH,245619
3912,CONDOMINIUM,ST. ANDREWS AT BOYNTON BEACH,ST. ANDREWS AT BOYNTON BEACH CONDOMINIUMS,LAKE WORTH,33463,PALM BEACH,242880
3913,CONDOMINIUM,ASSOCIATION RESERVES,POINCIANA PLACE CONDOMINIUM ASSOCIATION 1 & 2,LAKE WORTH,33467,PALM BEACH,265567
3914,CONDOMINIUM,HAMLET AT POINCIANA,HAMLET @ POINCIANA,LAKE WORTH,33467,PALM BEACH,294434
3915,CONDOMINIUM,HAMLET CONDOMINIUM,HAMLET CONDOMINIUM,LAKE WORTH,33467,PALM BEACH,294395
3916,CONDOMINIUM,REPORT #: 51274-0,"GRAMERCY AT POINCIANA CONDOMINIUM ASSOCIATION, INC.",LAKE WORTH,33467,PALM BEACH,240498
3917,CONDOMINIUM,THE GRANDVIEW AT SPRINGLAKES,GRANDVIEW AT SPRING LAKES,LAKE WORTH,33467,PALM BEACH,287439
3918,CONDOMINIUM,CARLYLE JUPITER ISLAND COA,CARLYLE JUPITER ISLAND COA,JUPITER,33469,PALM BEACH,251267
3919,CONDOMINIUM,SEAWATCH AT JUPITER ISLAND CONDO ASN INC,SEAWATCH AT JUPITER ISLAND CONDO ASN INC,JUPITER,33469,PALM BEACH,274109
3920,CONDOMINIUM,"SEAWATCH AT JUPITER ISLAND CONDOMINIUM ASSOCIATION, INC.","SEAWATCH AT JUPITER ISLAND CONDOMINIUM ASSOCIATION, INC.",JUPITER,33469,PALM BEACH,287656
3921,CONDOMINIUM,CLIVEDEN JUPITER ISLAND COA INC.,JACK GAYDASH III,TEQUESTA,33469,PALM BEACH,286661
3922,CONDOMINIUM,ISLAND HOUSE SOUTHWEST CONDOS,ISLAND HOUSE SOUTH WEST CONDOS,TEQUESTA,33469,PALM BEACH,302430
3923,CONDOMINIUM,"LANDFALL CONDOMINIUM ASSOCIATION, INC.","LANDFALL CONDOMINIUM ASSOCIATION, INC.",TEQUESTA,33469,PALM BEACH,232093
3924,CONDOMINIUM,"LIGHTHOUSE COVE AT TEQUESTA CONDOMINIUM ASSOCIATION, INC","LIGHTHOUSE COVE AT TEQUESTA CONDOMINIUM ASSOCIATION, INC",TEQUESTA,33469,PALM BEACH,222490
3925,CONDOMINIUM,PASSAGES OF JUPITER ISLAND CONDO,PASSAGES OF JUPITER ISLAND CONDO ASSN,TEQUESTA,33469,PALM BEACH,255047
3926,CONDOMINIUM,PASSAGES OF JUPITER ISLAND CONDO ASSN,PASSAGES OF JUPITER ISLAND,TEQUESTA,33469,PALM BEACH,248791
3927,CONDOMINIUM,SEAMIST CONDO ASSOCIATION,SEAMIST CONDO ASSOCIATION,TEQUESTA,33469,PALM BEACH,302423
3928,CONDOMINIUM,SIRS,ISLAND HOUSE NORTHEAST,TEQUESTA,33469,PALM BEACH,237971
3929,CONDOMINIUM,TEQUESTA TOWERS,TEQUESTA TOWERS,TEQUESTA,33469,PALM BEACH,232038
3930,CONDOMINIUM,BREAKERS SOUND,BREAKERS SOUND AT JUPITER KEY CONDO ASSN,JUPITER,33477,PALM BEACH,227004
3931,CONDOMINIUM,BREAKERS SOUND,BREAKERS SOUND AT JUPITER KEY CONDO ASSN. INC.,JUPITER,33477,PALM BEACH,242923
3932,CONDOMINIUM,COMMODORE ANCHORAGE AT JUPITER YACHT CLUB COA INC.,COMMODORE ANCHORAGE AT JUPITER YACHT CLUB COA INC.,JUPITER,33477,PALM BEACH,222085
3933,CONDOMINIUM,CONDO 6 OCEAN AT THE BLUFFS SOUTH,"THE OCEAN AT THE BLUFFS SOUTH CONDOMINIUM, INC",JUPITER,33477,PALM BEACH,249335
3934,CONDOMINIUM,CONDO 7 OCEAN AT THE BLUFFS SOUTH,"THE OCEAN AT THE BLUFFS SOUTH CONDOMINIUM ASSOCIATION, INC",JUPITER,33477,PALM BEACH,249342
3935,CONDOMINIUM,JUPITER BAY CONDOMINIUM ASSOCIATION,JUPITER BAY CONDOMINIUM ASSOCIATION,JUPITER,33477,PALM BEACH,287339
3936,CONDOMINIUM,JUPITER BAY CONDOMINIUM ASSOCIATION,JUPITER BAY CONDOMINIUM ASSOCIATION,JUPITER,33477,PALM BEACH,287377
3937,CONDOMINIUM,JUPITER BAY CONDOMINIUM ASSOCIATION,JUPITER BAY CONDOMINIUM ASSOCIATION,JUPITER,33477,PALM BEACH,287378
3938,CONDOMINIUM,JUPITER BAY CONDOMINIUM ASSOCIATION,JUPITER BAY CONDOMINIUM ASSOCIATION,JUPITER,33477,PALM BEACH,287389
3939,CONDOMINIUM,JUPITER BAY CONDOMINIUM ASSOCIATION,JUPITER BAY CONDOMINIUM ASSOCIATION,JUPITER,33477,PALM BEACH,287393
3940,CONDOMINIUM,JUPITER BAY CONDOMINIUM ASSOCIATION,JUPITER BAY CONDOMINIUM ASSOCIATION,JUPITER,33477,PALM BEACH,287398
3941,CONDOMINIUM,JUPITER BAY EAST,JUPITER BAY CONDOMINIUM ASSOCIATION,JUPITER,33477,PALM BEACH,287349
3943,CONDOMINIUM,"OCEAN CLUB JUPITER, A CONDO","OCEAN CLUB JUPITER CONDOMINIUM ASSOCIATION, INC.",JUPITER,33477,PALM BEACH,233155
3944,CONDOMINIUM,OCEAN PARKS JUPITER CONDOMINIUM  BLDG E,27668,JUPITER,33477,PALM BEACH,231612
3945,CONDOMINIUM,OCEAN PARKS JUPITER CONDOMINIUM  BLDG F,"OCEAN PARKS JUPITER CONDOMINIUM ASSOCIATION, INC.",JUPITER,33477,PALM BEACH,231620
3946,CONDOMINIUM,"OCEAN PARKS JUPITER CONDOMINIUM ASSOCIATION, INC.","OCEAN PARKS JUPITER CONDOMINIUM ASSOCIATION, INC.",JUPITER,33477,PALM BEACH,231640
3947,CONDOMINIUM,OCEAN PARKS JUPITER CONDOMINIUM BLDG A,"OCEAN PARKS JUPITER CONDOMINIUM ASSOCIATION, INC.",JUPITER,33477,PALM BEACH,230677
3948,CONDOMINIUM,OCEAN PARKS JUPITER CONDOMINIUM BLDG B,"OCEAN PARKS JUPITER CONDOMINIUM ASSOCIATION, INC.",JUPITER,33477,PALM BEACH,230701
3949,CONDOMINIUM,OCEAN PARKS JUPITER CONDOMINIUM BLDG C,"OCEAN PARKS JUPITER CONDOMINIUM ASSOCIATION, INC.",JUPITER,33477,PALM BEACH,230704
3950,CONDOMINIUM,OCEAN PARKS JUPITER CONDOMINIUM BLDG D,"OCEAN PARKS JUPITER CONDOMINIUM ASSOCIATION, INC.",JUPITER,33477,PALM BEACH,231607
3951,CONDOMINIUM,OCEAN PARKS JUPITER CONDOMINIUM BLDG G,"OCEAN PARKS JUPITER CONDOMINIUM ASSOCIATION, INC.",JUPITER,33477,PALM BEACH,231621
3952,CONDOMINIUM,OCEAN PARKS JUPITER CONDOMINIUM BLDG H,"OCEAN PARKS JUPITER CONDOMINIUM ASSOCIATION, INC.",JUPITER,33477,PALM BEACH,231625
3953,CONDOMINIUM,OCEAN PARKS JUPITER CONDOMINIUM BLDG I,"OCEAN PARKS JUPITER CONDOMINIUM ASSOCIATION, INC.",JUPITER,33477,PALM BEACH,231630
3954,CONDOMINIUM,OCEAN PARKS JUPITER CONDOMINIUM BLDG J,"OCEAN PARKS JUPITER CONDOMINIUM ASSOCIATION, INC.",JUPITER,33477,PALM BEACH,231634
3955,CONDOMINIUM,OCEAN PARKS JUPITER CONDOMINIUM BLDG M,"OCEAN PARKS JUPITER CONDOMINIUM ASSOCIATION, INC.",JUPITER,33477,PALM BEACH,231637
3956,CONDOMINIUM,OCEAN PARKS JUPITER CONDOMINIUM BLDG N,"OCEAN PARKS JUPITER CONDOMINIUM ASSOCIATION, INC.",JUPITER,33477,PALM BEACH,231639
3957,CONDOMINIUM,OCEAN TRAIL CONDO,"OCEAN TRAIL CONDOMINIUM ASSOCIATION NO.1, INC.",JUPITER,33477,PALM BEACH,217805
3958,CONDOMINIUM,OCEAN TRAIL CONDO III,OCEAN TRAIL CONDO ASSN NO.3 INC,JUPITER,33477,PALM BEACH,235212
3959,CONDOMINIUM,OCEAN TRAIL CONDO IV,OCEAN TRAIL CONDO ASSN NO IV INC,JUPITER,33477,PALM BEACH,287510
3960,CONDOMINIUM,OCEAN TRAIL CONDOMINIUM ASSOCIATION NO. II INC.,OCEAN TRAIL CONDOMINIUM ASSOCIATION NO. II INC.,JUPITER,33477,PALM BEACH,286598
3961,CONDOMINIUM,OCEAN TRAIL V,OCEAN TRAIL CONDOMINIUM ASSOCIATION NO. V,JUPITER,33477,PALM BEACH,246410
3962,CONDOMINIUM,PR1S004849,CORINTHIANS SOUTH,JUPITER,33477,PALM BEACH,260776
3964,CONDOMINIUM,"THE OCEAN AT THE BLUFFS SOUTH CONDOMINIUM ASSOCIATION, INC","THE OCEAN AT THE BLUFFS SOUTH CONDOMINIUM ASSOCIATION, INC",JUPITER,33477,PALM BEACH,249318
3965,CONDOMINIUM,"THE OCEAN AT THE BLUFFS SOUTH CONDOMINIUM ASSOCIATION, INC.",CONDO 1 OCEAN AT THE BLUFFS SOUTH,JUPITER,33477,PALM BEACH,249292
3966,CONDOMINIUM,"THE OCEAN AT THE BLUFFS SOUTH CONDOMINIUM, INC","THE OCEAN AT THE BLUFFS SOUTH CONDOMINIUM, INC",JUPITER,33477,PALM BEACH,249301
3967,CONDOMINIUM,"THE OCEAN AT THE BLUFFS SOUTH CONDOMINIUM, INC","THE OCEAN AT THE BLUFFS SOUTH CONDOMINIUM, INC",JUPITER,33477,PALM BEACH,249310
3968,CONDOMINIUM,"THE OCEAN AT THE BLUFFS SOUTH CONDOMINIUM, INC","THE OCEAN AT THE BLUFFS SOUTH CONDOMINIUM, INC",JUPITER,33477,PALM BEACH,249326
3969,CONDOMINIUM,THE POINTE AT JUPITER YACHT CLUB CONDO ASSOCIAITON INC,THE POINTE AT JUPITER YACHT CLUB CONDO ASSOCIATION INC.,JUPITER,33477,PALM BEACH,231859
3970,CONDOMINIUM,"JUPITER COUNTRY CLUB CONDOMINIUM ASSOCIATION, INC.","JUPITER COUNTRY CLUB CONDOMINIUM ASSOCIATION, INC.",JUPITER,33478,PALM BEACH,307050
3971,COOPERATIVE,AMBASSADOR II,AMBASSADOR II CORP THE,PALM BEACH,33480,PALM BEACH,248411
3972,COOPERATIVE,AMBASSADOR SOUTH,AMBASSADOR SOUTH,PALM BEACH,33480,PALM BEACH,234555
3973,COOPERATIVE,PALM WORTH COOP,"PALM WORTH, INC",PALM BEACH,33480,PALM BEACH,258677
3974,COOPERATIVE,ROYAL SAXON,ROYAL SAXON,PALM BEACH,33480,PALM BEACH,286709
3975,COOPERATIVE,"THE REGENCY OF PALM BEACH, INC.","THE REGENCY OF PALM BEACH, INC.",PALM BEACH,33480,PALM BEACH,294630
3976,COOPERATIVE,THE VILLAS,THE VILLAS,PALM BEACH,33480,PALM BEACH,273969
3977,COOPERATIVE,THREE HUNDRED EIGHTY NINE CORP,THREE HUNDRED EIGHTY NINE CORP,PALM BEACH,33480,PALM BEACH,227926
3978,COOPERATIVE,THREE HUNDRED SOUTH OCEAN BOULEVARD APARTMENTS,"THREE HUNDRED SOUTH OCEAN BOULEVARD APARTMENTS, INC.",PALM BEACH,33480,PALM BEACH,310032
3979,CONDOMINIUM,"400 ASSOCIATION, INC. F/K/A FOUR HUNDRED SOUTH CONDO","400 ASSOCIATION, INC F/K/A FOUR HUNDRED SOUTH CONDO",PALM BEACH,33480,PALM BEACH,199577
3980,CONDOMINIUM,3550 S OCEAN CONDO,"3550 S OCEAN CONDO ASSOCIATION, INC.",PALM BEACH,33480,PALM BEACH,270714
3981,CONDOMINIUM,"ATRIUMS OF PALM BEACH CONDO APTS, INC.","ATRIUMS OF PALM BEACH CONDO APTS, INC.",PALM BEACH,33480,PALM BEACH,248425
3982,CONDOMINIUM,"ATRIUMS OF PALM BEACH, THE",THE ATRIUMS OF PALM BEACH,PALM BEACH,33480,PALM BEACH,304931
3983,CONDOMINIUM,AUSTRALIAN OF PALM BEACH,AUSTRALIAN OF PALM BEACH CONDOMINIUM ASSOCIATION,PALM BEACH,33480,PALM BEACH,250080
3985,CONDOMINIUM,CARLYLE HOUSE CONDOMINIUM,"CARLYLE HOUSE ASSOCIATION, INC",PALM BEACH,33480,PALM BEACH,224776
3986,CONDOMINIUM,"CASA 214, A CONDO",CASA 214 CONDO ASSOCIATION,PALM BEACH,33480,PALM BEACH,249914
