,neighborhood,borough,Quarter/Year,property_group,trd_doc_classification,SUM of doc_amount,MEDIAN of doc_amount,AVERAGE of doc_amount,SUM of bbl_count,year
5940,West Village,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$111,850,000","$14,400,000","$12,427,778",9,2026
5943,West Village,Manhattan,Q2 2025,Co-op,Commercial,"$12,075,000","$995,000","$4,025,000",3,2025
5946,West Village,Manhattan,Q2 2025,Mixed-Use,Commercial,"$8,700,000","$8,700,000","$8,700,000",1,2025
5947,West Village,Manhattan,Q2 2025,Multi-Family Dwelling,Commercial,"$4,999,000","$4,999,000","$4,999,000",1,2025
5950,West Village,Manhattan,Q3 2025,Co-op,Commercial,"$2,086,831","$1,043,416","$1,043,416",2,2025
5953,West Village,Manhattan,Q3 2025,Mixed-Use,Commercial,"$13,800,000","$6,900,000","$6,900,000",2,2025
5954,West Village,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$53,600,000","$13,500,000","$13,400,000",4,2025
5959,West Village,Manhattan,Q4 2024,Multi-Family Dwelling,Commercial,"$6,700,000","$6,700,000","$6,700,000",1,2024
5962,West Village,Manhattan,Q4 2025,Condo,Commercial,"$4,500,000","$4,500,000","$4,500,000",1,2025
5964,West Village,Manhattan,Q4 2025,Mixed-Use,Commercial,"$5,100,000","$5,100,000","$5,100,000",1,2025
5965,West Village,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$31,910,000","$9,125,000","$7,977,500",4,2025
5967,West Village,Manhattan,Q4 2025,Office,Commercial,"$71,000,000","$71,000,000","$71,000,000",1,2025
5969,Westchester Square,Bronx,Q1 2025,Mixed-Use,Commercial,"$850,000","$850,000","$850,000",1,2025
5972,Westchester Square,Bronx,Q1 2026,Mixed-Use,Commercial,"$850,000","$850,000","$850,000",1,2026
5973,Westchester Square,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$2,565,000","$2,565,000","$2,565,000",1,2026
5976,Westchester Square,Bronx,Q2 2025,Mixed-Use,Commercial,"$1,555,000","$1,555,000","$1,555,000",1,2025
5979,Westchester Square,Bronx,Q3 2025,Industrial,Commercial,"$5,500,000","$5,500,000","$5,500,000",1,2025
5980,Westchester Square,Bronx,Q3 2025,Mixed-Use,Commercial,"$725,000","$725,000","$725,000",1,2025
5981,Westchester Square,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$8,950,000","$4,475,000","$4,475,000",2,2025
5985,Westchester Square,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$900,000","$900,000","$900,000",1,2025
5992,Westchester Village,Bronx,Q2 2025,Mixed-Use,Commercial,"$1,025,000","$1,025,000","$1,025,000",1,2025
6008,Westerleigh,Staten Island,Q4 2025,Office,Commercial,"$550,000","$550,000","$550,000",1,2025
6012,Whitestone,Queens,Q1 2025,Mixed-Use,Commercial,"$1,100,000","$1,100,000","$1,100,000",1,2025
6023,Whitestone,Queens,Q3 2025,Mixed-Use,Commercial,"$1,670,000","$1,670,000","$1,670,000",1,2025
6026,Whitestone,Queens,Q4 2024,Land,Commercial,"$2,600,000","$2,600,000","$2,600,000",1,2024
6030,Whitestone,Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$1,380,000","$1,380,000","$1,380,000",1,2025
6033,Williamsbridge,Bronx,Q1 2025,Multi-Family Dwelling,Commercial,"$9,583,219","$2,242,000","$2,395,805",4,2025
6039,Williamsbridge,Bronx,Q2 2025,Mixed-Use,Commercial,"$602,696","$602,696","$602,696",1,2025
6042,Williamsbridge,Bronx,Q3 2025,Mixed-Use,Commercial,"$4,550,000","$2,275,000","$2,275,000",2,2025
6043,Williamsbridge,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$910,000","$910,000","$910,000",1,2025
6045,Williamsbridge,Bronx,Q3 2025,Retail,Commercial,"$3,000,000","$3,000,000","$3,000,000",1,2025
6047,Williamsbridge,Bronx,Q4 2024,Multi-Family Dwelling,Commercial,"$1,320,000","$1,320,000","$1,320,000",1,2024
6050,Williamsbridge,Bronx,Q4 2025,Mixed-Use,Commercial,"$3,000,000","$3,000,000","$3,000,000",1,2025
6051,Williamsbridge,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$2,275,000","$1,137,500","$1,137,500",2,2025
6063,Willowbrook,Staten Island,Q3 2025,Office,Commercial,"$471,880","$471,880","$471,880",1,2025
6072,Windsor Terrace,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$2,165,000","$2,165,000","$2,165,000",1,2025
6081,Windsor Terrace,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$3,477,637","$1,738,819","$1,738,819",2,2025
6086,Windsor Terrace,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$1,975,000","$1,975,000","$1,975,000",1,2025
6094,Windsor Terrace,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$6,900,000","$6,900,000","$6,900,000",1,2025
6097,Woodhaven,Queens,Q1 2025,Mixed-Use,Commercial,"$900,000","$900,000","$900,000",1,2025
6098,Woodhaven,Queens,Q1 2025,Multi-Family Dwelling,Commercial,"$4,215,000","$1,000,000","$1,053,750",4,2025
6102,Woodhaven,Queens,Q1 2026,Mixed-Use,Commercial,"$4,155,000","$1,062,500","$1,038,750",4,2026
6103,Woodhaven,Queens,Q1 2026,Multi-Family Dwelling,Commercial,"$5,063,000","$1,485,000","$1,687,667",3,2026
6107,Woodhaven,Queens,Q2 2025,Condo,Commercial,"$500,000","$500,000","$500,000",1,2025
6109,Woodhaven,Queens,Q2 2025,Mixed-Use,Commercial,"$3,920,000","$1,300,000","$1,306,667",3,2025
6113,Woodhaven,Queens,Q3 2025,Mixed-Use,Commercial,"$1,584,500","$792,250","$792,250",2,2025
6114,Woodhaven,Queens,Q3 2025,Multi-Family Dwelling,Commercial,"$2,375,000","$1,187,500","$1,187,500",2,2025
6118,Woodhaven,Queens,Q4 2024,Mixed-Use,Commercial,"$1,810,000","$905,000","$905,000",2,2024
6121,Woodhaven,Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$1,100,000","$1,100,000","$1,100,000",1,2025
6128,Woodlawn,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$1,300,000","$1,300,000","$1,300,000",1,2026
6132,Woodlawn,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$1,650,000","$825,000","$825,000",2,2025
6137,Woodlawn,Bronx,Q4 2024,Multi-Family Dwelling,Commercial,"$1,400,000","$1,400,000","$1,400,000",1,2024
6140,Woodlawn,Bronx,Q4 2025,Single-Family Home,Commercial,"$680,000","$680,000","$680,000",1,2025
6158,Woodside,Queens,Q1 2026,Multi-Family Dwelling,Commercial,"$5,602,933","$1,325,000","$1,120,587",5,2026
6162,Woodside,Queens,Q2 2025,Condo,Commercial,"$670,479","$335,240","$335,240",2,2025
6164,Woodside,Queens,Q2 2025,Multi-Family Dwelling,Commercial,"$970,000","$970,000","$970,000",1,2025
6168,Woodside,Queens,Q3 2025,Condo,Commercial,"$685,000","$342,500","$342,500",2,2025
6179,Woodside,Queens,Q4 2025,Mixed-Use,Commercial,"$4,850,000","$1,500,000","$1,616,667",3,2025
6184,Woodstock,Bronx,Q1 2025,Mixed-Use,Commercial,"$2,804,000","$1,402,000","$1,402,000",2,2025
6189,Woodstock,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$1,385,000","$1,385,000","$1,385,000",1,2026
6193,Woodstock,Bronx,Q2 2025,Mixed-Use,Commercial,"$450,000","$450,000","$450,000",1,2025
6194,Woodstock,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$2,574,445","$2,574,445","$2,574,445",1,2025
6198,Woodstock,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$2,330,000","$1,165,000","$1,165,000",2,2025
6202,Woodstock,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$10,242,408","$5,121,204","$5,121,204",2,2025
6207,Yorkville,Manhattan,Q1 2025,Multi-Family Dwelling,Commercial,"$166,400,000","$11,500,000","$27,733,333",6,2025
6209,Yorkville,Manhattan,Q1 2026,Condo,Commercial,"$254,739,510","$254,739,510","$254,739,510",1,2026
6211,Yorkville,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$21,057,500","$4,257,500","$7,019,167",3,2026
6214,Yorkville,Manhattan,Q2 2025,Co-op,Commercial,"$1,337,400","$668,700","$668,700",2,2025
6217,Yorkville,Manhattan,Q2 2025,Multi-Family Dwelling,Commercial,"$27,475,000","$5,425,000","$5,495,000",5,2025
6220,Yorkville,Manhattan,Q3 2025,Co-op,Commercial,"$417,000","$417,000","$417,000",1,2025
6223,Yorkville,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$5,300,000","$5,300,000","$5,300,000",1,2025
